Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
284170,Pagan,18524,Confirmed Eruption,North Pagan,1,,,2010,,5,,3,,Historical Observations,,2010,,8,,11,,18.13,145.8
284040,Miyakejima,18282,Confirmed Eruption,,1,,,2010,,4,,11,,Historical Observations,,2010,,7,,21,,34.094,139.526
282090,Kirishimayama,17165,Confirmed Eruption,Shinmoe-dake,1,,,2010,,3,,30,,Historical Observations,,2010,,7,,10,,31.934,130.862
251030,Karkar,14951,Uncertain Eruption,,1,,,2010,,2,,25,,,,2010,,2,,26,,-4.649,145.964
284130,Fukutoku-Oka-no-Ba,18469,Confirmed Eruption,,1,,,2010,,2,,3,,Historical Observations,,2010,,4,?,8,,24.285,141.481
263300,Semeru,22218,Confirmed Eruption,Jonggring Seloko,2,,,2010,,1,,5,,Historical Observations,,2010,,11,,29,,-8.108,112.922
282090,Kirishimayama,17164,Uncertain Eruption,Shinmoe-dake,1,,,2009,,11,,15,,Historical Observations,,2009,,11,,15,,31.934,130.862
311240,Cleveland,19828,Confirmed Eruption,,2,,,2009,,10,,2,,Historical Observations,,2009,,12,?,12,,52.825,-169.944
257020,Gaua,15231,Confirmed Eruption,Mt. Garat,2,,,2009,,9,,27,,Historical Observations,,2010,,6,,19,,-14.27,167.5
263200,Dieng Volcanic Complex,15793,Confirmed Eruption,Sileri Crater,1,,,2009,,9,,27,,Historical Observations,,2009,,9,,27,,-7.2,109.879
252010,Langila,15003,Confirmed Eruption,Crater 2,2,,,2009,,9,<,16,15,Historical Observations,,2010,,2,?,16,15,-5.525,148.42
273030,Mayon,16819,Confirmed Eruption,,2,,,2009,,9,,15,,Historical Observations,,2010,,1,?,1,,13.257,123.685
311240,Cleveland,19827,Confirmed Eruption,,2,,,2009,,6,,25,,Historical Observations,,2009,,6,,25,,52.825,-169.944
264030,Rinjani,16227,Confirmed Eruption,NE flank of Gunung Barujari,2,,,2009,,5,,2,,Historical Observations,,2010,,5,,23,,-8.42,116.47
264050,Sangeang Api,16253,Uncertain Eruption,,,,,2009,,5,,1,,,,2009,,6,,3,,-8.2,119.07
251030,Karkar,14950,Uncertain Eruption,,,,,2009,,5,,1,30,,,,,,,,,-4.649,145.964
263180,Slamet,15765,Confirmed Eruption,,1,,,2009,,4,,21,,Historical Observations,,2009,,6,?,22,,-7.242,109.208
284170,Pagan,18523,Uncertain Eruption,North Pagan,2,,,2009,,4,,15,,,,,,,,,,18.13,145.8
284040,Miyakejima,18281,Confirmed Eruption,,1,,,2009,,4,,1,,Historical Observations,,2009,,4,,1,,34.094,139.526
261170,Kerinci,15533,Confirmed Eruption,,1,,,2009,,4,?,1,,Historical Observations,,2009,,6,?,19,,-1.697,101.264
262000,Krakatau,15633,Confirmed Eruption,Anak Krakatau,2,,,2009,,3,?,25,,Historical Observations,,2009,,9,?,16,15,-6.102,105.423
313030,Redoubt,20391,Confirmed Eruption,South of 1990 dome,3,,,2009,,3,,15,,Historical Observations,,2009,,7,,1,30,60.485,-152.742
283110,Asamayama,17812,Confirmed Eruption,,2,,,2009,,1,,21,,Historical Observations,,2009,,5,,2,,36.406,138.523
263200,Dieng Volcanic Complex,15792,Confirmed Eruption,Sibanteng crater,1,,,2009,,1,,15,,Historical Observations,,2009,,1,,15,,-7.2,109.879
311240,Cleveland,19826,Confirmed Eruption,,2,,,2009,,1,,2,,Historical Observations,,2009,,1,,21,,52.825,-169.944
261230,Dempo,15575,Confirmed Eruption,,1,?,,2009,,1,,1,,Historical Observations,,2009,,1,,1,,-4.016,103.121
267020,Karangetang,16543,Confirmed Eruption,,2,,,2008,,11,?,29,,Historical Observations,,2010,,3,?,24,,2.781,125.407
285070,Akan,18707,Confirmed Eruption,Me-Akan (Ponmachineshiri),1,,,2008,,11,,18,,Historical Observations,,2008,,11,,28,,43.384,144.013
256010,Tinakula,15210,Confirmed Eruption,,1,?,,2008,,9,?,19,,Historical Observations,,2008,,11,?,29,,-10.386,165.804
282090,Kirishimayama,17163,Confirmed Eruption,Shinmoe-dake crater and W flank,1,,,2008,,8,,22,,Historical Observations,,2008,,8,,22,,31.934,130.862
273030,Mayon,16818,Confirmed Eruption,,1,,,2008,,8,,10,,Historical Observations,,2008,,8,,10,,13.257,123.685
283110,Asamayama,17811,Confirmed Eruption,,1,,,2008,,8,,10,,Historical Observations,,2008,,8,,14,,36.406,138.523
311130,Kasatochi,19745,Confirmed Eruption,,4,,,2008,,8,,7,,Historical Observations,,2008,,8,?,9,,52.177,-175.508
252070,Krummel-Garbuna-Welcker,15009,Confirmed Eruption,,2,,,2008,,7,,13,,Historical Observations,,2008,,10,,4,,-5.416,150.027
311290,Okmok,19852,Confirmed Eruption,NE caldera floor,4,?,,2008,,7,,12,,Historical Observations,,2008,,8,,19,,53.43,-168.13
263340,Raung,16166,Confirmed Eruption,,2,,,2008,,6,,12,,Historical Observations,,2008,,6,?,17,,-8.119,114.056
266030,Soputan,16439,Confirmed Eruption,,3,?,,2008,,6,,6,,Historical Observations,,2008,,11,?,2,,1.112,124.737
257040,Ambrym,15297,Confirmed Eruption,Benbow and Marum,2,,,2008,,5,,23,,Historical Observations,,2018,,12,,17,,-16.25,168.12
263250,Merapi,15924,Uncertain Eruption,,,,,2008,,5,,19,,,,,,,,,,-7.54,110.446
260010,Barren Island,15387,Confirmed Eruption,,2,,,2008,,5,,13,,Historical Observations,,2010,,4,?,19,,12.278,93.858
268060,Gamalama,16677,Uncertain Eruption,,1,,,2008,,5,,10,,,,,,,,,,0.8,127.33
284040,Miyakejima,18280,Confirmed Eruption,,1,,,2008,,5,,8,,Historical Observations,,2008,,5,,8,,34.094,139.526
264160,Egon,16278,Confirmed Eruption,,2,,,2008,,4,,15,,Historical Observations,,2008,,4,?,28,,-8.676,122.455
268030,Ibu,16582,Confirmed Eruption,,1,,,2008,,4,,5,,Historical Observations,>,2021,,8,,19,,1.488,127.63
261170,Kerinci,15532,Confirmed Eruption,,1,,,2008,,3,,24,,Historical Observations,,,,,,,,-1.697,101.264
267020,Karangetang,16542,Uncertain Eruption,,1,?,,2008,,3,,12,,,,,,,,,,2.781,125.407
252070,Krummel-Garbuna-Welcker,15008,Confirmed Eruption,,1,,,2008,,3,,11,,Historical Observations,,2008,,3,,13,,-5.416,150.027
257050,Lopevi,15323,Uncertain Eruption,,2,,,2008,,2,,24,,,,2008,,2,?,24,,-16.507,168.346
312070,Veniaminof,20178,Confirmed Eruption,Western intracaldera cone,1,,,2008,,2,,22,,Historical Observations,,2008,,3,,1,,56.17,-159.38
282110,Asosan,17351,Confirmed Eruption,Naka-dake,1,,,2008,,2,,17,,Historical Observations,,2008,,2,,17,,32.884,131.104
311360,Shishaldin,20101,Uncertain Eruption,,1,?,,2008,,2,,12,,,,2008,,2,,12,,54.756,-163.97
284040,Miyakejima,18279,Confirmed Eruption,,1,,,2008,,1,,7,,Historical Observations,,2008,,1,,7,,34.094,139.526
252120,Ulawun,15076,Uncertain Eruption,,1,?,,2007,,12,,25,,,,,,,,,,-5.05,151.33
261160,Talang,15499,Confirmed Eruption,,2,,,2007,,11,,27,,Historical Observations,,2007,,12,?,16,15,-0.979,100.681
284200,Anatahan,18538,Confirmed Eruption,,2,,,2007,,11,,27,3,Historical Observations,,2008,,8,?,9,,16.35,145.67
262000,Krakatau,15626,Confirmed Eruption,Anak Krakatau,2,,,2007,,10,,23,,Historical Observations,,2008,,8,?,30,,-6.102,105.423
263280,Kelut,15958,Confirmed Eruption,,2,,,2007,,10,?,16,15,Historical Observations,,2008,,4,<,16,15,-7.93,112.308
261170,Kerinci,15531,Confirmed Eruption,,1,,,2007,,9,,9,,Historical Observations,,2007,,9,,9,,-1.697,101.264
252080,Witori,15029,Confirmed Eruption,Pago,1,?,,2007,,8,,28,,Historical Observations,,2007,,8,,28,,-5.576,150.516
268060,Gamalama,16676,Uncertain Eruption,,1,?,,2007,,8,,23,,,,,,,,,,0.8,127.33
312030,Pavlof,20153,Confirmed Eruption,,2,,,2007,,8,,15,,Historical Observations,,2007,,9,,13,,55.417,-161.894
263340,Raung,16165,Confirmed Eruption,,2,,,2007,,7,,26,,Historical Observations,,2007,,8,,26,,-8.119,114.056
268040,Gamkonora,16595,Confirmed Eruption,,2,,,2007,,7,,8,,Historical Observations,,2007,,7,?,16,,1.38,127.53
311240,Cleveland,19825,Confirmed Eruption,,2,?,,2007,,6,?,17,,Historical Observations,,2008,,8,?,12,,52.825,-169.944
266030,Soputan,16438,Confirmed Eruption,,3,,,2007,,6,?,16,15,Historical Observations,,2007,,11,?,9,,1.112,124.737
251070,Ritter Island,14977,Confirmed Eruption,,1,?,,2007,,5,,19,,Historical Observations,,2007,,5,?,21,,-5.519,148.115
252120,Ulawun,15075,Confirmed Eruption,,2,,,2007,,5,,1,,Historical Observations,,2007,,5,,1,,-5.05,151.33
257050,Lopevi,15322,Confirmed Eruption,,2,,,2007,,4,,21,,Historical Observations,,2007,,5,?,14,,-16.507,168.346
255060,Kavachi,15180,Confirmed Eruption,,1,,,2007,,4,?,2,,Historical Observations,,2007,,4,>,6,,-8.991,157.979
283040,Ontakesan,20962,Confirmed Eruption,1979 Crater #7,0,,,2007,,3,,24,7,Historical Observations,,,,,,,,35.893,137.48
261160,Talang,15498,Confirmed Eruption,Main crater,2,,,2007,,3,,19,,Historical Observations,,2007,,6,,22,3,-0.979,100.681
264260,"Tara, Batu",16353,Confirmed Eruption,,2,,,2007,,1,?,17,,Historical Observations,,2015,,11,,26,,-7.791,123.585
266030,Soputan,16434,Confirmed Eruption,,1,,,2006,,12,,14,,Historical Observations,,2006,,12,?,26,,1.112,124.737
284170,Pagan,18522,Confirmed Eruption,North Pagan,1,,,2006,,12,,4,,Historical Observations,,2006,,12,,8,,18.13,145.8
311161,Korovin,19768,Confirmed Eruption,,1,,,2006,,11,,25,5,Historical Observations,,2007,,3,<,3,,52.381,-174.166
257040,Ambrym,15296,Confirmed Eruption,Marum (Mbwelesu),2,,,2006,,11,,8,,Historical Observations,,2007,,12,>,27,,-16.25,168.12
251070,Ritter Island,14976,Confirmed Eruption,,1,?,,2006,,10,,17,,Historical Observations,,2006,,10,?,17,,-5.519,148.115
273010,Bulusan,16771,Confirmed Eruption,,2,,,2006,,10,,10,,Historical Observations,,2007,,10,,4,,12.769,124.056
261230,Dempo,15574,Confirmed Eruption,,1,,,2006,,9,,25,,Historical Observations,,2006,,9,,25,,-4.016,103.121
312260,Fourpeaked,20250,Confirmed Eruption,Fissure trending N from summit,2,,,2006,,9,,17,,Historical Observations,,2006,,9,,17,,58.77,-153.672
261160,Talang,15497,Confirmed Eruption,,1,,,2006,,9,,10,,Historical Observations,,2006,,9,,10,,-0.979,100.681
284040,Miyakejima,18278,Confirmed Eruption,,1,,,2006,,8,,23,,Historical Observations,,2006,,8,,23,,34.094,139.526
252140,Rabaul,15100,Confirmed Eruption,Tavurvur,4,?,,2006,,8,,11,,Historical Observations,,2010,,1,,31,,-4.271,152.203
252010,Langila,15002,Confirmed Eruption,,2,,,2006,,8,,9,,Historical Observations,,2008,,7,?,6,,-5.525,148.42
273030,Mayon,16817,Confirmed Eruption,,1,,,2006,,7,,13,,Historical Observations,,2006,,10,,1,,13.257,123.685
267020,Karangetang,16541,Confirmed Eruption,,1,,,2006,,7,,3,,Historical Observations,,2007,,10,>,16,15,2.781,125.407
264260,"Tara, Batu",16352,Uncertain Eruption,,1,?,,2006,,7,,1,,,,2006,,7,,1,,-7.791,123.585
272020,Kanlaon,16638,Confirmed Eruption,,2,,,2006,,6,,3,,Historical Observations,,2006,,7,,25,,10.412,123.132
285070,Akan,18704,Confirmed Eruption,NE flank of Me-Akan,1,,,2006,,3,,21,,Historical Observations,,2006,,3,,21,,43.384,144.013
273010,Bulusan,16770,Confirmed Eruption,,2,,,2006,,3,,21,,Historical Observations,,2006,,6,,28,,12.769,124.056
284200,Anatahan,18537,Confirmed Eruption,East Crater,2,,,2006,,3,?,20,,Historical Observations,,2006,,6,?,26,,16.35,145.67
263250,Merapi,15923,Confirmed Eruption,,1,,,2006,,3,,16,15,Historical Observations,,2007,,8,?,9,,-7.54,110.446
312070,Veniaminof,20177,Confirmed Eruption,Western intracaldera cone,1,,,2006,,3,,3,,Historical Observations,,2006,,9,,7,,56.17,-159.38
252120,Ulawun,15074,Confirmed Eruption,,2,,,2006,,3,,1,,Historical Observations,,2007,,1,,18,,-5.05,151.33
273030,Mayon,16816,Confirmed Eruption,,1,,,2006,,2,,21,,Historical Observations,,2006,,2,,23,,13.257,123.685
284040,Miyakejima,18277,Confirmed Eruption,,1,,,2006,,2,,17,,Historical Observations,,2006,,2,,17,,34.094,139.526
256010,Tinakula,15209,Confirmed Eruption,,2,,,2006,,2,,11,,Historical Observations,,2007,,11,?,9,,-10.386,165.804
311240,Cleveland,19818,Confirmed Eruption,,3,,,2006,,2,,6,,Historical Observations,,2006,,10,,28,,52.825,-169.944
266030,Soputan,16433,Confirmed Eruption,,1,,,2005,,12,,26,,Historical Observations,,2006,,1,?,24,,1.112,124.737
266020,Ambang,20947,Confirmed Eruption,,1,,,2005,,12,,22,,Historical Observations,,,,,,,,0.75,124.42
313010,Augustine,20273,Confirmed Eruption,,3,,,2005,,12,?,9,,Historical Observations,,2006,,4,?,27,,59.363,-153.43
257030,Ambae,15237,Confirmed Eruption,Lake Voui,2,,,2005,,11,,27,,Historical Observations,,2006,,2,,16,15,-15.389,167.835
257050,Lopevi,15321,Confirmed Eruption,,2,,,2005,,10,?,27,,Historical Observations,,2006,,8,?,1,,-16.507,168.346
252070,Krummel-Garbuna-Welcker,15007,Confirmed Eruption,Central part of Garbuna complex,2,,,2005,,10,,16,,Historical Observations,,2005,,11,>,17,,-5.416,150.027
284130,Fukutoku-Oka-no-Ba,18468,Uncertain Eruption,,0,,,2005,,9,,11,,,,2007,,2,>,16,15,24.285,141.481
312070,Veniaminof,20176,Confirmed Eruption,Western intracaldera cone,1,,,2005,,9,,7,,Historical Observations,,2005,,11,?,4,,56.17,-159.38
273030,Mayon,16815,Confirmed Eruption,,0,,,2005,,8,<,17,,Historical Observations,,,,,,,,13.257,123.685
263340,Raung,16164,Uncertain Eruption,,2,?,,2005,,7,?,23,,,,2005,,8,?,15,,-8.119,114.056
284130,Fukutoku-Oka-no-Ba,18467,Confirmed Eruption,,1,,,2005,,7,,2,,Historical Observations,,2005,,7,?,21,,24.285,141.481
260010,Barren Island,15386,Confirmed Eruption,"Central cone summit, N, S, and SW flanks",2,,,2005,,5,,26,,Historical Observations,,2007,,12,?,23,,12.278,93.858
252010,Langila,15001,Confirmed Eruption,,2,,,2005,,4,?,19,,Historical Observations,,2006,,3,?,31,,-5.525,148.42
266030,Soputan,16437,Confirmed Eruption,,2,,,2005,,4,,19,,Historical Observations,,2005,,7,?,18,,1.112,124.737
282110,Asosan,17350,Confirmed Eruption,Naka-dake,1,,,2005,,4,,14,,Historical Observations,,2005,,8,,16,15,32.884,131.104
284040,Miyakejima,18276,Confirmed Eruption,,1,,,2005,,4,,12,,Historical Observations,,2005,,5,,18,,34.094,139.526
261160,Talang,15496,Confirmed Eruption,North & south flanks,2,,,2005,,4,?,12,,Historical Observations,,2005,,7,?,18,,-0.979,100.681
252120,Ulawun,15073,Confirmed Eruption,,2,,,2005,,3,?,27,,Historical Observations,,2005,,8,?,9,,-5.05,151.33
311240,Cleveland,19817,Confirmed Eruption,,2,,,2005,,3,?,13,,Historical Observations,,2005,,11,,27,1,52.825,-169.944
284080,Sumisujima,18356,Uncertain Eruption,,0,,,2005,,3,,8,,,,2005,,3,,8,,31.44,140.051
311161,Korovin,19767,Confirmed Eruption,,1,,,2005,,2,,23,,Historical Observations,,2005,,5,,5,4,52.381,-174.166
264160,Egon,16277,Confirmed Eruption,Summit and southern flank,1,,,2005,,2,,6,,Historical Observations,,2005,,2,,27,,-8.676,122.455
257050,Lopevi,15320,Confirmed Eruption,,2,,,2005,,1,,30,,Historical Observations,,2005,,3,?,31,,-16.507,168.346
252140,Rabaul,15099,Confirmed Eruption,Tavurvur,2,,,2005,,1,,25,,Historical Observations,,2006,,2,,17,,-4.271,152.203
272020,Kanlaon,16749,Confirmed Eruption,,2,,,2005,,1,,25,,Historical Observations,,2005,,5,,25,,10.412,123.132
312070,Veniaminof,20175,Confirmed Eruption,Western intracaldera cone,2,,,2005,,1,,4,,Historical Observations,,2005,,2,,14,3,56.17,-159.38
284040,Miyakejima,18275,Confirmed Eruption,,1,,,2004,,11,,30,,Historical Observations,,2004,,12,,9,,34.094,139.526
252010,Langila,15000,Confirmed Eruption,,2,?,,2004,,11,?,24,,Historical Observations,,2004,,12,?,25,,-5.525,148.42
251020,Manam,14934,Confirmed Eruption,"South Crater, Main Crater",4,?,,2004,,10,,24,,Historical Observations,,2009,,12,?,12,,-4.08,145.037
282030,Suwanosejima,16947,Confirmed Eruption,O-take,2,,,2004,,10,,23,,Historical Observations,>,2021,,8,,19,,29.638,129.714
266030,Soputan,16436,Confirmed Eruption,,3,?,,2004,,10,,18,,Historical Observations,,2004,,12,?,27,,1.112,124.737
264030,Rinjani,16226,Confirmed Eruption,Summit and NE flank of Barujari,2,,,2004,,10,,1,,Historical Observations,,2004,,10,>,5,,-8.42,116.47
321050,St. Helens,20560,Confirmed Eruption,South of 1980-1986 lava dome,2,,,2004,,10,,1,,Historical Observations,,2008,,1,,27,10,46.2,-122.18
257050,Lopevi,15319,Confirmed Eruption,,2,,,2004,,9,,16,15,Historical Observations,,2004,,9,,16,15,-16.507,168.346
283110,Asamayama,17810,Confirmed Eruption,,2,,,2004,,9,,1,,Historical Observations,,2004,,12,,9,,36.406,138.523
261140,Marapi,15479,Confirmed Eruption,,2,,,2004,,8,,5,,Historical Observations,,2004,,8,?,5,,-0.38,100.474
311161,Korovin,19766,Confirmed Eruption,,1,?,,2004,,7,<,4,,Historical Observations,,,,,,,,52.381,-174.166
264160,Egon,16276,Confirmed Eruption,,2,,,2004,,7,,3,,Historical Observations,,2004,,9,?,16,,-8.676,122.455
261170,Kerinci,15529,Confirmed Eruption,,2,,,2004,,6,?,22,,Historical Observations,,2004,,10,?,24,,-1.697,101.264
263310,Tengger Caldera,16063,Confirmed Eruption,Bromo,2,,,2004,,6,,8,,Historical Observations,,2004,,6,,24,3,-7.942,112.95
284120,Ioto,18422,Uncertain Eruption,Asodai area,1,,,2004,,6,,6,,,,2004,,6,,8,,24.751,141.289
273030,Mayon,16814,Confirmed Eruption,,1,,,2004,,6,,3,,Historical Observations,,2004,,9,?,12,,13.257,123.685
267040,Awu,16570,Confirmed Eruption,,2,,,2004,,6,<,2,,Historical Observations,,2004,,8,?,16,15,3.689,125.447
268030,Ibu,16581,Confirmed Eruption,,0,?,,2004,,5,?,16,15,Historical Observations,,2005,,2,?,22,,1.488,127.63
263340,Raung,16163,Uncertain Eruption,,2,?,,2004,,4,?,15,,,,2004,,10,?,8,,-8.119,114.056
252120,Ulawun,15072,Confirmed Eruption,,2,,,2004,,4,,12,,Historical Observations,,2004,,4,,14,,-5.05,151.33
284200,Anatahan,18536,Confirmed Eruption,East Crater,3,?,,2004,,4,<,12,,Historical Observations,,2005,,9,?,3,,16.35,145.67
267020,Karangetang,16540,Confirmed Eruption,,2,,,2004,,4,?,2,,Historical Observations,,2005,,8,?,5,,2.781,125.407
255060,Kavachi,15179,Confirmed Eruption,,1,,,2004,,3,,15,,Historical Observations,,,,,,,,-8.991,157.979
282060,Kikai,17003,Confirmed Eruption,Iwo-dake,2,,,2004,,3,,5,,Historical Observations,,2004,,10,,16,15,30.793,130.305
285050,Tokachidake,18661,Confirmed Eruption,1962-II Crater,1,?,,2004,,2,,25,,Historical Observations,,2004,,4,,19,,43.418,142.686
252080,Witori,15028,Uncertain Eruption,Pago,1,?,,2004,,2,,24,,,,2004,,2,,24,,-5.576,150.516
311360,Shishaldin,20100,Confirmed Eruption,,2,,,2004,,2,,17,,Historical Observations,,2004,,7,>,16,15,54.756,-163.97
312070,Veniaminof,20174,Confirmed Eruption,Western intracaldera cone,2,,,2004,,2,,16,,Historical Observations,,2004,,9,,5,4,56.17,-159.38
257060,Epi,15332,Confirmed Eruption,Epi B,2,,,2004,,2,,16,,Historical Observations,,2004,,2,,24,,-16.68,168.37
264160,Egon,16275,Confirmed Eruption,,1,,,2004,,1,,29,,Historical Observations,,2004,,2,?,5,,-8.676,122.455
252010,Langila,14999,Confirmed Eruption,,2,?,,2004,,1,?,20,,Historical Observations,,2004,,1,?,27,,-5.525,148.42
282110,Asosan,17349,Confirmed Eruption,Naka-dake,1,,,2004,,1,,14,,Historical Observations,,2004,,1,,14,,32.884,131.104
284080,Sumisujima,18355,Uncertain Eruption,,0,,,2003,,11,,6,,,,2003,,11,,6,,31.44,140.051
284110,Kita-Ioto,18395,Uncertain Eruption,Funka-Asane,0,,,2003,,11,,4,,,,2003,,11,,4,,25.424,141.284
251020,Manam,14933,Confirmed Eruption,Main Crater,1,,,2003,,10,,26,5,Historical Observations,,2004,,3,,28,,-4.08,145.037
273030,Mayon,16813,Uncertain Eruption,,0,,,2003,,10,,8,,,,2003,,10,?,11,,13.257,123.685
266100,Lokon-Empung,16463,Confirmed Eruption,Tompaluan,3,,,2003,,9,,12,,Historical Observations,,2003,,9,,12,,1.358,124.792
268060,Gamalama,16675,Confirmed Eruption,,2,,,2003,,7,,31,,Historical Observations,,2003,,10,,2,3,0.8,127.33
263200,Dieng Volcanic Complex,15791,Confirmed Eruption,Sileri Crater,1,?,,2003,,7,,16,15,Historical Observations,,2003,,7,,16,15,-7.2,109.879
282110,Asosan,17348,Confirmed Eruption,Naka-dake,1,,,2003,,7,,10,,Historical Observations,,2003,,7,,14,,32.884,131.104
284211,NW Rota-1,18539,Confirmed Eruption,Upper South flank (Brimstone Pit),0,,?,2003,,7,,2,182,Historical Observations,,2010,,3,>,16,15,14.601,144.775
264200,Leroboleng,16308,Confirmed Eruption,,3,,,2003,,6,,26,,Historical Observations,,2003,,7,,29,,-8.365,122.833
257050,Lopevi,15318,Confirmed Eruption,,3,,,2003,,6,,8,,Historical Observations,,2003,,6,?,16,,-16.507,168.346
264180,Lewotobi,16304,Confirmed Eruption,Lewotobi Lakilaki,2,,,2003,,5,,30,,Historical Observations,,2003,,9,>,1,,-8.542,122.775
251020,Manam,14932,Confirmed Eruption,Main Crater,1,,,2003,,5,,17,,Historical Observations,,2003,,5,,23,,-4.08,145.037
284200,Anatahan,18535,Confirmed Eruption,East Crater,3,,,2003,,5,,10,,Historical Observations,,2003,,7,,12,3,16.35,145.67
244000,Vailulu'u,14803,Confirmed Eruption,West side of caldera (Nafanua),0,,,2003,2,4,,16,15,Historical Observations,,,,,,,,-14.215,-169.058
252120,Ulawun,15071,Confirmed Eruption,,2,,,2003,,4,?,14,,Historical Observations,,2003,,10,,10,,-5.05,151.33
273030,Mayon,16812,Confirmed Eruption,,2,,,2003,,3,,17,,Historical Observations,,2003,,5,,14,,13.257,123.685
284110,Kita-Ioto,18394,Uncertain Eruption,Funka-Asane,0,,,2003,,3,,10,,,,2003,,3,,10,,25.424,141.284
272020,Kanlaon,16748,Confirmed Eruption,,1,,,2003,,3,,7,,Historical Observations,,2003,,7,,23,,10.412,123.132
282060,Kikai,17002,Confirmed Eruption,Iwo-dake,2,,,2003,,2,?,16,15,Historical Observations,,2003,,10,,16,15,30.793,130.305
